raw_title,raw_price,is_sold,auction_url
2002 Mercedes-Benz C32 AMG,1450009292023,True,https://bringatrailer.com/listing/2002-mercedes-benz-c32-amg-5/
37k-Mile 2007 Mercedes-Benz C230 Sport Sedan,1180009262023,True,https://bringatrailer.com/listing/2007-mercedes-benz-c230-sport-sedan/
12k-Mile 2017 Mercedes-AMG C63 S Coupe,5255509242023,True,https://bringatrailer.com/listing/2017-mercedes-amg-c63-s-coupe/
2013 Mercedes-Benz C63 AMG P31 Development Package,3325009202023,True,https://bringatrailer.com/listing/2013-mercedes-benz-c63-amg-37/
2014 Mercedes-Benz C63 AMG,3000009062023,True,https://bringatrailer.com/listing/2014-mercedes-benz-c63-amg-28/
34k-Mile 2014 Mercedes-Benz C63 AMG Coupe,3575009042023,True,https://bringatrailer.com/listing/2014-mercedes-benz-c63-amg-2-2/
7k-Mile 2012 Mercedes-Benz C63 AMG Black Series,16200008272023,True,https://bringatrailer.com/listing/2012-mercedes-benz-c63-amg-64/
39k-Mile 2002 Mercedes-Benz C320 Sedan,960008262023,True,https://bringatrailer.com/listing/2002-mercedes-benz-c320-sedan-2/
2019 Mercedes-AMG C63 S Cabriolet,6500008262023,True,https://bringatrailer.com/listing/2019-mercedes-amg-c63-s-cabriolet-2/
27k-Mile 2004 Mercedes-Benz C230 Kompressor Sport Sedan,1075008242023,True,https://bringatrailer.com/listing/2004-mercedes-benz-c230-kompressor-sport-sedan/
27k-Mile 2017 Mercedes-AMG C63 S Sedan,5650008242023,True,https://bringatrailer.com/listing/2017-mercedes-benz-c63-s-amg-sedan/
25k-Mile 2008 Mercedes-Benz C300 4MATIC Sport Sedan,1425008232023,True,https://bringatrailer.com/listing/2008-mercedes-benz-c300-sport-sedan-2/
2011 Mercedes-Benz C63 AMG Sedan,2116308202023,True,https://bringatrailer.com/listing/2011-mercedes-benz-c63-amg-20/
